State,Agency Type,Agency Name,Population,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society
State,Agency Type,Agency Name,Population,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,"Sex Offenses, Nonforcible",Incest,Statutory Rape,Arson,Bribery,Burglary Breaking & Entering,Counter- feiting Forgery,Destruction Damage Vandalism,Embezzle- ment,Extortion Blackmail,Fraud Offenses,False Pretenses Swindle Confidence Game,Credit Card Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug Narcotic Offenses,Drug Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting Wagering,Operating Promoting Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
WASHINGTON,Cities,Port Orchard,11444,262,56,202,4,,,,,,16,5,7,,4,,,,,,149,30,138,4,1,34,15,3,16,,,649,,,183,,,123,4,339,70,10,29,243,143,100,,,,,,,,,,17
WASHINGTON,Cities,Port Townsend,9219,102,11,51,40,,,,,2,9,6,,1,2,4,2,2,8,,55,11,122,,,16,,16,,,,271,4,2,45,42,,39,28,111,11,1,3,24,21,3,,,,,,,,,,6
WASHINGTON,Cities,Poulsbo,9428,77,12,65,,2,2,,,,2,2,,,,,,,,,81,6,139,,,19,5,,14,,,284,1,4,108,18,1,55,2,95,13,8,16,50,35,15,,,,,,,1,1,,4
WASHINGTON,Cities,Pullman,30206,175,21,140,14,,,,,,16,5,1,1,9,,,,,,61,4,173,,,128,45,83,,,,195,4,7,37,55,,31,2,59,4,3,9,109,68,41,,,,,,,,,,13
WASHINGTON,Cities,Puyallup,37821,555,45,505,5,,,,,5,35,18,,2,15,3,,3,14,,4414,92,1285,1,1,325,42,55,221,,7,2413,10,11,789,318,6,838,44,397,243,36,80,414,288,126,,,,,,2,1,1,,43
WASHINGTON,Cities,Quincy,6985,106,22,84,,,,,,,10,9,,,1,1,,1,1,,103,2,205,,,5,4,1,,,,112,,3,6,,,10,1,92,19,1,3,51,31,20,,,,,,,,,,5
WASHINGTON,Cities,Rainier,1844,14,,14,,,,,,,,,,,,,,,,,20,,19,,,3,1,2,,,,25,,,,,,14,,11,4,,1,25,16,9,,,,,,,,,,2
WASHINGTON,Cities,Raymond,2911,63,4,57,2,,,,,,1,,,1,,,,,,,23,4,9,,,3,,3,,,,43,,,2,4,1,14,2,20,3,,,1,1,,,,,,,,,,,
WASHINGTON,Cities,Reardan,573,1,,1,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,7,,,,5,,1,,1,,,,22,11,11,,,,,,,,,,1
WASHINGTON,Cities,Redmond,55770,238,17,176,45,1,,1,,1,36,8,1,4,23,,,,8,,169,52,414,14,,214,65,95,47,,7,990,1,1,245,130,1,303,81,228,49,11,38,275,140,135,,,,,,5,,,,14
WASHINGTON,Cities,Renton,93722,761,139,569,53,2,2,,,16,55,28,,,27,12,1,11,11,,888,306,1986,,2,233,2,231,,,,3099,,,,,,,,3099,625,115,31,108,94,14,,,,,,3,3,1,2,25
WASHINGTON,Cities,Richland,50057,512,51,425,36,,,,,6,60,20,,1,39,4,,4,10,,181,35,560,6,1,193,79,87,27,,,1027,,1,219,6,9,284,18,490,65,11,42,484,296,188,,,,,,8,1,1,,46
WASHINGTON,Cities,Ridgefield,4899,22,1,17,4,,,,,,2,1,,,1,,,,1,,8,,24,,,7,,7,,,,49,,,,11,1,26,,11,1,,1,12,11,1,,,,,,,,,,1
WASHINGTON,Cities,Ritzville,1716,15,2,13,,,,,,1,2,1,,,1,,,,,,22,1,18,,,2,,2,,,,47,,,4,2,,,3,38,,1,1,7,7,,,,,,,,,,,2
WASHINGTON,Cities,Royal City,2215,15,1,13,1,,,,,,,,,,,,,,,,4,,30,,,,,,,,,20,,,3,,,2,2,13,4,1,,6,6,,,,,,,,,,,2
WASHINGTON,Cities,Ruston,766,9,,9,,,,,,,,,,,,,,,,,6,,17,,,10,1,1,8,,,20,,,1,1,1,7,,10,2,1,4,7,6,1,,,,,,,,,,2
WASHINGTON,Cities,Seattle,626865,9801,2199,5514,2088,23,23,,,58,350,119,39,12,180,16,10,6,77,,6455,329,5639,129,21,2751,651,1362,620,9,109,22053,175,47,4386,1846,21,9039,1262,5277,3591,1426,197,1714,1304,410,2,2,,,,12,248,237,11,510
WASHINGTON,Cities,Sequim,6710,117,24,87,6,,,,,4,13,11,,,2,1,,1,,,51,17,104,,1,13,1,12,,,,382,2,,116,79,2,48,52,83,14,2,11,84,47,37,,,,,,,,,,10
WASHINGTON,Cities,Shelton,9963,161,32,124,5,2,2,,,6,29,15,,,14,1,1,,6,,183,36,250,1,,50,3,27,20,,,628,2,11,179,80,,150,26,180,67,11,41,159,108,51,,,,,,,,,,26
WASHINGTON,Cities,Snoqualmie,10991,29,2,26,1,,,,,,1,,,,1,,,,1,,28,2,55,,,,,,,,,112,,,4,21,1,46,4,36,3,,5,55,38,17,,,,,,,,,,4
WASHINGTON,Cities,Steilacoom,6115,41,7,34,,,,,,,1,1,,,,,,,1,,31,1,39,,1,19,2,5,11,,1,49,1,1,2,13,,16,,16,6,,2,27,22,5,,,,,,1,,,,2
WASHINGTON,Cities,Sumas,1338,15,1,14,,,,,,,1,,,,1,,,,,,6,,8,,,,,,,,,26,,,5,4,,4,1,12,,,,22,22,,,,,,,,,,,2
WASHINGTON,Cities,Sumner,9656,103,22,81,,1,1,,,,11,2,1,,8,2,,2,2,,125,18,192,,,36,10,9,17,,,339,1,1,35,57,,116,3,126,39,10,20,54,37,17,,,,,,,,,,3
WASHINGTON,Cities,Sunnyside,16271,255,15,193,47,,,,,1,23,3,,,20,2,1,1,1,,102,9,411,,,44,26,4,12,1,1,379,,13,109,22,4,126,3,102,81,5,1,253,129,124,,,,,,,1,1,,40
WASHINGTON,Cities,Tacoma,202646,4213,1039,3120,54,13,12,1,,88,253,94,7,10,142,41,3,38,72,,2987,246,5991,4,20,1340,288,615,415,4,18,8300,13,34,1502,184,17,3415,249,2886,1675,486,254,829,591,238,,,,,,15,135,128,7,264
WASHINGTON,Cities,Tenino,1741,17,1,16,,,,,,,,,,,,,,,,,9,1,12,,,6,,4,2,,,18,,,3,,,8,,7,3,1,,20,10,10,,,,,,,,,,
WASHINGTON,Cities,Tonasket,1048,17,2,15,,,,,,,,,,,,,,,,,5,,16,,,2,1,1,,,,26,,,,1,,7,2,16,4,1,,2,2,,,,,,,,,,,
WASHINGTON,Cities,Toppenish,9184,233,33,177,23,1,1,,,5,10,1,2,,7,1,,1,2,,93,10,212,,,25,18,6,1,,,311,,3,133,3,,42,8,122,71,9,9,64,30,34,,,,,,1,,,,44
WASHINGTON,Cities,Tukwila,19677,591,87,385,119,2,2,,,12,24,20,,,4,4,,4,6,,285,121,974,,2,68,47,,21,,,2578,3,16,1032,232,,755,42,498,396,99,83,297,267,30,,,,,,,18,10,8,49
WASHINGTON,Cities,University Place,31820,242,57,183,2,,,,,3,27,10,,1,16,2,,2,2,,232,16,251,1,3,149,32,72,43,,2,612,2,3,93,32,1,315,11,155,63,19,24,92,66,26,,,,,,1,1,1,,10
WASHINGTON,Cities,Vader,632,3,,3,,,,,,,,,,,,,,,,,5,,6,,,,,,,,,12,,,,3,,5,,4,,,,,,,,,,,,,,,,
WASHINGTON,Cities,Wapato,5123,132,23,101,8,,,,,1,4,2,,,2,1,,1,2,,67,3,142,1,,5,5,,,,,136,2,3,29,18,1,28,5,50,50,5,4,36,22,14,,,,,,,,,,12
WASHINGTON,Cities,Warden,2785,17,,17,,,,,,,,,,,,,,,,,9,2,82,,,5,2,2,1,,,21,,,,,,5,2,14,6,,,3,1,2,,,,,,,,,,
WASHINGTON,Cities,Westport,2113,32,,30,2,,,,,,1,,,,1,,,,2,,29,,35,,,,,,,,,57,,,5,,,10,,42,4,,,17,11,6,,,,,,1,,,,
WASHINGTON,Cities,West Richland,12303,100,13,82,5,,,,,3,11,1,1,,9,2,,2,1,,42,3,99,,,17,12,2,2,,1,124,,,8,3,,22,,91,2,1,2,42,27,15,,,,,,,,,,9
WASHINGTON,Cities,White Salmon,2288,14,1,11,2,,,,,,2,2,,,,,,,,,8,12,16,,,1,1,,,,,38,,,6,21,,10,1,,,,,3,3,,,,,,,,,,,
WASHINGTON,Cities,Winlock,1359,6,,6,,,,,,,4,2,,,2,,,,,,15,,15,,,5,4,1,,,,21,,,1,4,,7,,9,,,,1,1,,,,,,,,,,,
WASHINGTON,Cities,Woodland,5566,96,7,73,16,,,,,2,9,5,,,4,1,,1,1,,45,16,63,,1,17,4,3,9,,1,180,,,63,21,1,47,3,45,17,2,10,69,43,26,,,,,,1,,,,9
WASHINGTON,Cities,Woodway,1337,3,,3,,,,,,,,,,,,,,,,,3,,3,,,3,,2,,,1,9,,,,4,,4,,1,,,,3,2,1,,,,,,,,,,
WASHINGTON,Cities,Yakima,93419,1648,353,1043,252,11,11,,,19,159,53,4,,102,6,,6,11,,1564,22,1491,14,,499,387,62,44,1,5,3143,11,54,711,298,18,1237,38,776,1120,152,92,669,396,273,,,,,,3,10,10,,108
WASHINGTON,Cities,Yarrow Point,1032,2,,2,,,,,,,,,,,,,,,,,3,,1,,,1,1,,,,,8,,,,2,,2,,4,,,,,,,,,,,,,,,,
WASHINGTON,Cities,Zillah,3041,39,3,26,10,,,,,,1,,,,1,,,,,,27,2,50,,,17,16,,1,,,47,,,10,3,,10,,24,11,1,1,16,11,5,,,,,,,,,,3
WASHINGTON,Universities and Colleges,Central Washington University,11320,21,2,19,,,,,,,6,2,1,,3,,,,4,,18,,59,,,4,,3,1,,,136,,,8,41,,25,1,61,5,1,,41,33,8,,,,,,,,,,1
WASHINGTON,Universities and Colleges,Eastern Washington University,12126,19,,10,9,,,,,,3,2,,,1,,,,,,11,3,29,,,3,,1,,,2,98,,,2,88,,2,1,5,2,1,1,38,34,4,,,,,,,,,,
WASHINGTON,Universities and Colleges,Evergreen State College,4794,3,,3,,,,,,,1,1,,,,,,,1,,13,2,82,,,15,15,,,,,86,,,1,17,1,10,,57,1,,,96,50,46,,,,,,,,,,
WASHINGTON,Universities and Colleges,Washington State University:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,Universities and Colleges,Pullman,27329,41,1,35,5,,,,,,6,4,,,2,,,,3,,33,3,140,,,22,12,9,1,,,174,,,1,98,1,26,1,47,1,1,10,366,238,128,,,,,,,,,,12
WASHINGTON,Universities and Colleges,Vancouver3,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,7,,,,3,,4,,,,,,,,,,,,,,,,,,
WASHINGTON,Universities and Colleges,Western Washington University,14842,14,5,7,2,,,,,2,6,4,,,2,,,,1,,11,3,153,,,3,1,2,,,,117,,,5,34,3,15,,60,1,,1,17,13,4,,,,,,1,,,,
WASHINGTON,Metropolitan Counties,Asotin,,112,22,90,,1,,1,,,7,4,,,3,1,,1,,,49,2,73,,,2,,1,1,,,142,,,1,1,,30,1,109,13,1,,41,29,12,,,,,,,,,,5
WASHINGTON,Metropolitan Counties,Benton,,361,54,273,34,3,,3,,6,44,8,1,,35,3,,3,4,,153,9,229,,,65,46,8,10,,1,348,,,2,4,2,98,3,239,40,5,34,282,192,90,,,,,,4,,,,34
WASHINGTON,Metropolitan Counties,Chelan,,270,24,246,,1,1,,,3,10,6,,,4,1,1,,,,179,10,201,,,34,7,19,8,,,401,,5,37,23,1,114,18,203,30,6,12,104,77,27,,,,,,,,,,18
WASHINGTON,Metropolitan Counties,Clark,,1259,184,883,192,2,2,,,4,89,46,,,43,5,,5,31,,1160,166,736,,,59,43,,16,,,2345,8,12,309,252,,994,66,704,559,51,52,387,310,77,,,,,,4,,,,43
WASHINGTON,Metropolitan Counties,Columbia,,33,4,26,3,1,1,,,1,4,2,,,2,,,,,,47,,54,,,2,2,,,,,116,,,3,,,26,2,85,2,,,1,1,,,,,,,,,,,1
WASHINGTON,Metropolitan Counties,Cowlitz,,336,45,211,80,3,3,,,6,50,36,7,,7,1,1,,8,,183,13,161,,,41,9,14,15,,3,317,1,,,12,,75,11,218,43,1,25,92,80,12,,,,,,2,1,1,,17
WASHINGTON,Metropolitan Counties,Douglas,,115,13,102,,1,,1,,,10,4,1,,5,2,,2,3,,170,5,58,,,34,21,5,8,,,265,,,11,48,,70,33,103,25,3,11,135,74,61,,,,,,,,,,12
WASHINGTON,Metropolitan Counties,Franklin,,87,12,66,9,,,,,,18,5,5,,8,1,,1,,,70,3,73,1,,26,17,5,4,,,141,,,,3,,22,3,113,18,2,8,76,56,20,,,,,,1,2,1,1,14
WASHINGTON,Metropolitan Counties,Kitsap,,1440,236,1191,13,2,2,,,11,154,54,13,,87,18,5,13,17,,1284,137,766,18,3,194,16,,176,2,,2853,,1,268,9,2,750,79,1744,341,47,125,516,372,144,,,,,,1,,,,71
WASHINGTON,Metropolitan Counties,Pend Oreille,,343,12,173,158,3,3,,,1,19,3,,,16,,,,,,143,2,128,,,13,11,,1,,1,291,,,4,,,15,3,269,37,1,5,59,41,18,,,,,,,,,,49
WASHINGTON,Metropolitan Counties,Pierce,,2915,698,2190,27,19,17,,2,55,309,102,8,2,197,32,3,29,46,1,3603,231,3333,2,4,1413,178,734,481,3,17,5657,14,21,515,461,11,1976,168,2491,1087,201,230,816,627,189,,,,,,14,6,5,1,174
WASHINGTON,Metropolitan Counties,Skagit,,546,74,314,158,1,1,,,5,39,12,4,2,21,2,,2,11,,539,23,591,7,2,198,73,63,34,,28,814,,,18,119,3,185,125,364,69,8,54,238,154,84,,,,,,3,1,1,,121
WASHINGTON,Metropolitan Counties,Skamania,,110,7,92,11,,,,,1,17,7,1,,9,,,,,,37,2,52,,,3,1,1,,,1,75,,,,1,,27,,47,6,,,45,42,3,,,,,,,,,,7
WASHINGTON,Metropolitan Counties,Stevens,,320,22,211,87,,,,,6,33,5,,,28,,,,1,,263,4,187,,,25,19,4,2,,,303,1,2,3,21,,45,10,221,53,,2,68,56,12,,,,,,1,,,,18
WASHINGTON,Metropolitan Counties,Thurston,,722,203,506,13,1,1,,,27,96,30,10,,56,6,,6,21,,1169,75,524,,3,579,1,,578,,,1576,3,,43,105,,473,36,916,231,25,76,189,148,41,,,,,,6,,,,31
WASHINGTON,Metropolitan Counties,Walla Walla,,162,13,127,22,,,,,1,11,1,,,10,2,,2,3,,143,1,168,,,66,45,20,,,1,284,,,2,64,3,68,6,141,22,3,,99,56,43,,,,,,1,,,,11
WASHINGTON,Nonmetropolitan Counties,Adams,,88,10,78,,,,,,,16,7,,,9,,,,2,,84,1,100,,,22,6,14,2,,,162,,,2,12,,27,8,113,30,2,1,34,31,3,,,,,,,,,,37
WASHINGTON,Nonmetropolitan Counties,Clallam,,321,48,240,33,4,4,,,8,24,10,,4,10,4,2,2,2,1,303,28,249,1,,31,2,29,,,,546,,3,63,73,,111,80,216,36,11,29,90,67,23,,,,,,,,,,16
WASHINGTON,Nonmetropolitan Counties,Ferry,,33,9,23,1,,,,,,3,1,,,2,,,,1,,9,,4,,,,,,,,,19,,2,,10,,2,1,4,1,,,2,2,,,,,,,,,,,1
WASHINGTON,Nonmetropolitan Counties,Garfield,,21,6,10,5,,,,,,4,1,,,3,,,,1,,16,,17,,,3,,3,,,,36,,,1,4,1,3,3,24,2,,1,23,13,10,,,,,,1,1,1,,7
WASHINGTON,Nonmetropolitan Counties,Grant,,428,74,344,10,3,3,,,10,41,19,,,22,5,,5,10,,360,14,402,,2,42,9,24,9,,,802,,,2,1,,177,1,621,124,13,48,139,108,31,,,,,,1,,,,22
WASHINGTON,Nonmetropolitan Counties,Island,,237,54,159,24,1,1,,,5,23,16,1,,6,2,2,,4,,308,9,322,,,104,104,,,,,486,,1,26,3,,31,7,418,34,2,5,26,20,6,,,,,,,,,,18
WASHINGTON,Nonmetropolitan Counties,Jefferson,,214,34,159,21,,,,,,13,8,1,,4,1,1,,4,1,143,6,121,,,26,8,17,1,,,263,,,22,7,,63,7,164,29,1,2,38,27,11,,,,,,3,,,,6
WASHINGTON,Nonmetropolitan Counties,Kittitas,,99,6,91,2,,,,,,13,2,1,,10,1,1,,2,,92,3,124,,,14,,13,,,1,169,,1,,13,1,18,3,133,23,,2,73,47,26,,,,,,1,,,,6
WASHINGTON,Nonmetropolitan Counties,Lewis,,333,40,260,33,1,1,,,3,27,5,,,22,2,,2,3,,299,9,272,,,56,8,29,18,,1,361,1,1,,27,,50,9,273,49,1,37,128,79,49,,,,,,5,,,,19
WASHINGTON,Nonmetropolitan Counties,Lincoln,,70,9,54,7,,,,,,6,,1,,5,1,,1,2,,45,,57,,,12,2,4,2,,4,97,1,1,2,46,,20,1,26,11,,1,30,28,2,,,,,,,,,,4
WASHINGTON,Nonmetropolitan Counties,Mason,,280,77,193,10,7,4,3,,5,59,10,,,49,2,2,,6,,723,29,335,4,,157,4,106,37,1,9,805,1,5,36,30,1,196,53,483,179,11,38,126,112,14,,,,,,,1,1,,136
WASHINGTON,Nonmetropolitan Counties,Okanogan,,246,34,187,25,,,,,,7,6,,,1,,,,3,,168,2,117,,,19,19,,,,,212,,3,2,3,,13,9,182,34,3,1,69,43,26,,,,,,1,,,,9
WASHINGTON,Nonmetropolitan Counties,San Juan,,53,9,29,15,,,,,,7,4,,,3,2,,2,,,73,1,67,1,,20,12,6,,,2,139,,,14,22,,32,,71,12,,3,22,16,6,,,,,,,,,,
WASHINGTON,Nonmetropolitan Counties,Wahkiakum,,20,3,15,2,,,,,,1,,,,1,1,,1,,,1,,2,,,,,,,,,,,,,,,,,,1,,,6,6,,,,,,,,,,,1
WASHINGTON,Nonmetropolitan Counties,Whitman,,50,3,46,1,1,1,,,,8,2,,,6,,,,2,,30,3,27,,,17,3,13,1,,,87,,,,5,,8,7,67,8,,8,93,56,37,,,,,,,,,,14
WASHINGTON,State Police Agencies,State Patrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,Other Agencies,Port of Seattle,,107,18,61,28,,,,,4,1,,,,1,,,,,,12,7,96,,,19,7,7,5,,,641,3,6,3,37,,48,4,540,65,,10,144,112,32,,,,,,,2,1,1,58
WASHINGTON,Other Agencies - Tribal,Lummi Tribal,,189,27,123,39,2,2,,,4,30,22,,,8,1,1,,2,,111,4,73,1,,,,,,,,197,,,,,,,,197,4,1,7,207,110,97,,,,,,,,,,2
WASHINGTON,Other Agencies - Tribal,Swinomish Tribal,,44,,42,2,,,,,,1,1,,,,,,,,,30,,1,,,1,,1,,,,46,,1,2,,,4,,39,,,,49,31,18,,,,,,,,,,1
WEST VIRGINIA,Cities,Alderson,1193,13,,4,9,,,,,,,,,,,,,,,,5,1,11,,,2,2,,,,,25,,,4,3,,,1,17,,,,4,4,,,,,,,,,,,
WEST VIRGINIA,Cities,Barboursville,3976,59,1,56,2,,,,,,3,,,,3,,,,1,,32,10,42,15,,11,7,4,,,,340,,,249,19,,25,8,39,,1,4,19,19,,,,,,,1,,,,1
WEST VIRGINIA,Cities,Beckley,17675,846,112,575,159,6,6,,,11,38,21,2,2,13,,,,6,,319,62,603,25,1,154,110,24,20,,,1242,1,8,498,29,2,245,11,448,35,56,11,350,349,1,,,,,,2,13,6,7,49
WEST VIRGINIA,Cities,Belington,1914,9,4,4,1,,,,,,1,,,,1,,,,,,2,,4,,,,,,,,,9,,,,1,1,,2,5,,,,3,3,,,,,,,,,,,
WEST VIRGINIA,Cities,Benwood,1406,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Bridgeport,8200,79,4,59,16,,,,,,5,1,,1,3,,,,1,,20,11,38,13,,48,19,27,2,,,200,,2,109,8,2,23,4,52,1,2,1,40,39,1,,,,,,10,,,,2
WEST VIRGINIA,Cities,Capon Bridge,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Chapmanville,1222,16,3,9,4,,,,,,,,,,,,,,,,5,,9,,,2,2,,,,,44,,,25,4,,3,,12,1,,,51,51,,,,,,,,,,,1
WEST VIRGINIA,Cities,Clarksburg,16649,459,91,346,22,1,1,,,3,26,10,1,6,9,1,1,,3,,112,26,213,16,,66,29,31,5,,1,536,,,216,,,44,,276,25,10,2,87,83,4,,,,,,1,2,,2,9
WEST VIRGINIA,Cities,Clearview,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Dunbar,7876,184,26,154,4,,,,,2,10,5,,5,,,,,1,,70,8,80,,,20,8,10,,1,1,158,,1,8,4,,35,3,107,13,7,6,60,56,4,,,,,,1,,,,13
WEST VIRGINIA,Cities,East Bank,955,2,,2,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,3,,,,,,,1,2,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Eleanor,1533,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Elkins,7108,116,56,41,19,,,,,,7,5,,1,1,,,,4,,51,12,152,1,,14,7,4,3,,,249,,,40,,,8,,201,3,3,3,35,34,1,,,,,,,,,,4
WEST VIRGINIA,Cities,Glasgow,901,3,1,,2,,,,,,,,,,,,,,,,1,,6,,,,,,,,,5,,,,1,,2,,2,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Glen Dale,1511,12,7,3,2,,,,,1,1,1,,,,,,,1,,8,1,14,1,,2,1,1,,,,17,,,,,,,1,16,1,,,5,5,,,,,,,,,,,2
WEST VIRGINIA,Cities,Glenville,1538,9,,8,1,,,,,,1,,,,1,,,,,,3,,1,,,,,,,,,15,1,1,2,2,,4,,5,,,,7,7,,,,,,,,,,,
WEST VIRGINIA,Cities,Hamlin,1134,18,16,,2,,,,,,2,,,,2,,,,,,1,2,7,,,1,1,,,,,24,,,1,1,,1,,21,1,,1,10,10,,,,,,,,,,,
WEST VIRGINIA,Cities,Harpers Ferry-Bolivar,1350,5,,4,1,,,,,,,,,,,,,,,,2,,3,,,1,1,,,,,2,,,,1,,,,1,,1,,3,3,,,,,,,,,,,
WEST VIRGINIA,Cities,Harrisville,1850,2,,1,1,,,,,,1,1,,,,,,,,,,,5,,,2,2,,,,,5,,,1,,,1,1,2,,,,5,5,,,,,,,,,,,1
WEST VIRGINIA,Cities,Hinton,2664,68,9,57,2,,,,,,3,,,1,2,,,,,,50,13,41,,,7,6,,1,,,115,1,,33,48,,30,,3,,4,,24,24,,,,,,,,,,,1
WEST VIRGINIA,Cities,Hurricane,6333,36,7,26,3,1,1,,,1,4,2,1,1,,,,,,,31,8,43,3,,15,8,7,,,,2094,,,92,12,,28,1,76,5,1,3,66,65,1,,,,,,1,,,,2
WEST VIRGINIA,Cities,Kenova,3188,56,9,36,11,,,,,,1,,,,1,1,,1,1,,38,1,44,,,5,4,,1,,,127,,,6,,,28,4,89,6,1,2,8,8,,,,,,,,,,,
WEST VIRGINIA,Cities,Keyser,5421,45,7,37,1,,,,,,,,,,,,,,,,26,,36,,,3,1,2,,,,87,,,11,35,,37,1,3,,1,,49,41,8,,,,,,,,,,1
WEST VIRGINIA,Cities,Kingwood,2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Lewisburg,3859,65,6,46,13,,,,,,2,2,,,,,,,,,6,15,33,5,,38,36,,2,,,147,1,1,81,34,,20,2,8,7,,,22,22,,,,,,,,,,,3
WEST VIRGINIA,Cities,Lumberport,884,3,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,9,9,,,,,,,,,,,
WEST VIRGINIA,Cities,Martinsburg,17487,357,57,278,22,,,,,,12,3,,7,2,,,,7,,133,22,98,9,,60,35,23,2,,,743,,,308,,,122,11,302,28,33,53,348,348,,,,,,,2,12,12,,48
WEST VIRGINIA,Cities,Mason,966,4,1,2,1,,,,,,,,,,,,,,,,3,1,1,1,,,,,,,,7,,,1,1,,1,,4,,1,,2,2,,,,,,,,,,,
WEST VIRGINIA,Cities,Matoaka,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Milton,2422,22,,11,11,,,,,,1,,,,1,,,,,,2,5,9,,,,,,,,,32,1,,8,2,,9,,12,1,1,,9,9,,,,,,,,,,,1
WEST VIRGINIA,Cities,Monongah,1050,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Moorefield,2523,28,21,3,4,,,,,,1,,,,1,,,,1,,4,2,9,1,,5,3,1,1,,,16,,,8,1,,2,,5,1,,,30,29,1,,,,,,,,,,1
WEST VIRGINIA,Cities,Morgantown,30294,310,76,201,33,1,1,,,,25,4,9,2,10,1,1,,9,,177,20,436,12,,61,33,28,,,,634,2,4,171,60,2,138,25,232,16,26,16,150,110,40,,,,,,1,,,,14
WEST VIRGINIA,Cities,Mount Hope,1400,16,1,14,1,,,,,,,,,,,,,,,,11,3,13,,,4,4,,,,,19,,,5,2,,2,,10,1,1,,6,6,,,,,,,,,,,1
WEST VIRGINIA,Cities,New Cumberland,1100,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Nitro,7163,89,6,82,1,,,,,,6,1,,1,4,,,,,,42,14,63,2,,19,9,8,,,2,226,,2,123,4,,30,1,66,11,4,3,96,93,3,,,,,,1,,,,6
WEST VIRGINIA,Cities,Nutter Fort,1602,7,1,6,,,,,,,,,,,,,,,,,3,,3,1,,2,2,,,,,8,,,1,,,,,7,2,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Oak Hill,7672,65,8,56,1,,,,,,1,1,,,,1,,1,,,53,,60,1,,7,5,2,,,,141,,,40,1,1,29,1,69,6,,5,13,8,5,,,,,,,,,,5
WEST VIRGINIA,Cities,Oceana,1372,40,37,2,1,,,,,,2,1,,,1,,,,,,16,9,31,,,11,10,1,,,,97,,,47,,,1,,49,2,2,2,28,28,,,,,,,,,,,1
